phi,d_rule,regime,mean_disagree,final,peak,compressibility,linear,biased_affine
160,108,drain,0.00236,0.0,0.16,0.03504,False,False
161,109,drain,0.5088,0.5126000000000001,0.6779999999999999,0.9787199999999998,False,False
162,110,noisy,0.5071399999999999,0.5166000000000001,0.578,1.0088,False,False
163,111,structured,0.41922000000000004,0.399,0.48600000000000004,0.8163199999999999,False,False
164,104,drain,0.12309999999999999,0.11999999999999997,0.48200000000000004,0.05056000000000001,False,False
165,105,crystalline,0.99,1.0,1.0,0.0176,False,True
166,106,noisy,0.49376,0.499,0.594,1.0088,False,False
167,107,drain,0.49160000000000004,0.4774,0.664,1.0088,False,False
168,100,crystalline,0.00224,0.0,0.126,0.03904,False,False
169,101,drain,0.50126,0.5029999999999999,0.6700000000000002,1.0088,False,False
170,102,commute,0.0,0.0,0.0,0.0144,True,False
171,103,structured,0.4558,0.47000000000000003,0.49000000000000005,0.38064,False,False
172,96,drain,0.00402,0.0,0.246,0.04384,False,False
173,97,drain,0.5307000000000001,0.5431999999999999,0.7819999999999999,1.0088,False,False
174,98,structured,0.39055999999999996,0.3936,0.45999999999999996,0.14608,False,False
175,99,structured,0.57166,0.5810000000000001,0.618,0.37424,False,False
176,124,noisy,0.4997200000000001,0.5129999999999999,0.582,1.0088,False,False
177,125,noisy,0.42484,0.3968,0.532,0.90976,False,False
178,126,noisy,0.49654,0.5032,0.6599999999999999,0.96128,False,False
179,127,drain,0.43852,0.44939999999999997,0.5900000000000001,0.9894399999999999,False,False
180,120,noisy,0.49264,0.501,0.58,1.0088,False,False
181,121,drain,0.49398,0.49240000000000006,0.6580000000000001,1.00576,False,False
182,122,noisy,0.49584,0.485,0.602,1.0088,False,False
183,123,noisy,0.46324000000000004,0.4756,0.552,1.0088,False,False
184,116,structured,0.34236,0.348,0.42000000000000004,0.27008,False,False
185,117,structured,0.5550400000000001,0.5624,0.61,0.12096,False,False
186,118,structured,0.38992000000000004,0.39899999999999997,0.418,0.51984,False,False
187,119,crystalline,0.48789999999999994,0.49400000000000005,0.49399999999999994,0.04576,False,False
188,112,structured,0.30770000000000003,0.31400000000000006,0.372,0.25552,False,False
189,113,structured,0.5392999999999999,0.5439999999999999,0.6,0.26608,False,False
190,114,crystalline,0.36454,0.368,0.41600000000000004,0.072,False,False
191,115,crystalline,0.5445,0.55,0.55,0.0392,False,False
192,12,crystalline,0.0012599999999999998,0.0,0.126,0.026879999999999998,False,False
193,13,drain,0.49426000000000003,0.4774,0.69,1.0088,False,False
194,14,drain,0.41861999999999994,0.42200000000000004,0.592,0.24976000000000004,False,False
195,15,crystalline,0.99,1.0,1.0,0.0176,False,True
196,8,drain,0.00194,0.0,0.194,0.026879999999999998,False,False
197,9,structured,0.8170999999999999,0.826,0.826,0.15231999999999998,False,False
198,10,structured,0.32126,0.328,0.372,0.21728,False,False
199,11,structured,0.8464,0.8560000000000001,0.8560000000000001,0.14096000000000003,False,False
200,4,commute,0.0,0.0,0.0,0.0144,False,False
201,5,crystalline,0.9085000000000001,0.9199999999999999,0.9199999999999999,0.05279999999999999,False,False
202,6,structured,0.22347999999999998,0.22600000000000003,0.28200000000000003,0.1608,False,False
203,7,structured,0.87584,0.8860000000000001,0.8859999999999999,0.19088,False,False
204,0,commute,0.0,0.0,0.0,0.0144,True,False
205,1,crystalline,0.98872,1.0,1.0,0.0264,False,False
206,2,structured,0.19428000000000004,0.196,0.22000000000000003,0.14144,False,False
207,3,crystalline,0.98858,1.0,1.0,0.027840000000000004,False,False
208,28,structured,0.14772000000000002,0.148,0.2,0.184,False,False
209,29,structured,0.50844,0.518,0.5800000000000001,0.37616,False,False
210,30,noisy,0.49304000000000003,0.4896,0.5780000000000001,1.0088,False,False
211,31,structured,0.7606200000000001,0.77,0.77,0.29072,False,False
212,24,structured,0.42585999999999996,0.42800000000000005,0.54,0.25776,False,False
213,25,crystalline,0.7487000000000001,0.756,0.8300000000000001,0.05952,False,False
214,26,noisy,0.5124,0.5098,0.6260000000000001,1.00144,False,False
215,27,crystalline,0.98384,1.0,1.0,0.049280000000000004,False,False
216,20,structured,0.18264000000000002,0.18400000000000002,0.25,0.15984,False,False
217,21,structured,0.8759600000000001,0.8859999999999999,0.8860000000000001,0.18656,False,False
218,22,drain,0.44921999999999995,0.4394,0.5940000000000001,1.0088,False,False
219,23,crystalline,0.98884,1.0,1.0,0.025759999999999998,False,False
220,16,structured,0.1786,0.18,0.22000000000000003,0.14752,False,False
221,17,crystalline,0.98858,1.0,1.0,0.02768,False,False
222,18,drain,0.39272,0.39640000000000003,0.548,0.9350400000000001,False,False
223,19,crystalline,0.9896600000000001,1.0,1.0,0.023039999999999998,False,False
224,44,crystalline,0.00224,0.0,0.138,0.03936,False,False
225,45,drain,0.49833999999999995,0.4906,0.68,1.0088,False,False
226,46,structured,0.3564,0.368,0.41600000000000004,0.34384,False,False
227,47,structured,0.5554800000000001,0.5672,0.604,0.14432,False,False
228,40,drain,0.00404,0.0,0.254,0.04128,False,False
229,41,drain,0.52688,0.5109999999999999,0.7780000000000001,1.0088,False,False
230,42,structured,0.31806,0.32599999999999996,0.40199999999999997,0.28400000000000003,False,False
231,43,structured,0.5641399999999999,0.572,0.608,0.25792000000000004,False,False
232,36,crystalline,0.00116,0.0,0.11600000000000002,0.024,False,False
233,37,drain,0.6010200000000001,0.6034,0.818,0.13472,False,False
234,38,structured,0.15012,0.15100000000000002,0.21200000000000002,0.14431999999999998,False,False
235,39,structured,0.63654,0.644,0.65,0.30832,False,False
236,32,crystalline,0.00126,0.0,0.126,0.025279999999999997,False,False
237,33,drain,0.67536,0.664,0.8320000000000001,0.9068799999999999,False,False
238,34,structured,0.25246,0.25400000000000006,0.354,0.16704000000000002,False,False
239,35,structured,0.6533999999999999,0.6599999999999999,0.6599999999999999,0.3064,False,False
240,60,commute,0.0,0.0,0.0,0.0144,True,False
241,61,structured,0.46372,0.4779999999999999,0.506,0.34048,False,False
242,62,structured,0.3995399999999999,0.40700000000000003,0.45599999999999996,0.55088,False,False
243,63,crystalline,0.4722200000000001,0.47800000000000004,0.4779999999999999,0.04479999999999999,False,False
244,56,structured,0.41328,0.41079999999999994,0.488,0.16352,False,False
245,57,structured,0.55604,0.5630000000000001,0.604,0.35024,False,False
246,58,crystalline,0.32675999999999994,0.328,0.40599999999999997,0.07071999999999999,False,False
247,59,crystalline,0.5524199999999999,0.558,0.558,0.03935999999999999,False,False
248,52,structured,0.13132000000000002,0.13200000000000003,0.19,0.1432,False,False
249,53,structured,0.6481399999999999,0.656,0.66,0.29823999999999995,False,False
250,54,structured,0.5144,0.5756,0.64,0.78688,False,False
251,55,crystalline,0.8941200000000002,0.9039999999999999,0.9040000000000001,0.04528,False,False
252,48,structured,0.23678000000000005,0.23800000000000004,0.354,0.16784,False,False
253,49,structured,0.6613199999999999,0.6679999999999999,0.6679999999999999,0.29552,False,False
254,50,drain,0.5495199999999999,0.5559999999999999,0.764,0.10432000000000001,False,False
255,51,crystalline,0.99,1.0,1.0,0.0176,False,True
